Motor Identification Parameter for Brushless PMSM Motor
WindyStrip_sBPM__SelfComm__OrcaH24__#A001__ShortShaft
Date: 20241213_144058

Rs Measure

Current [A]	 Frequency [Hz]	 Voltage [V]	 Rs [Ohm] 
2.0033213973045347	0.0	12.499975204467773	6.239625464634115

RsMean [Ohm]
6.239625464634115


Ld Lq Measure
VoltageInjection(V) 	Frequency(Hz) 	Imin(A) 	IMax(A) 	Ld(H) 	Lq(H)
30.000809097290038	300.0	0.6805113911628723	0.9118811547756195	0.017137170518031798	0.023152741176581712
37.78455085754395	300.0	0.8718699634075164	1.1522417545318604	0.017078972201977956	0.022751641077392453
45.560307312011716	300.0	1.0579105854034423	1.3920496582984925	0.017044780869908464	0.022606316805181364
53.33475952148437	300.0	1.2364186763763427	1.638134980201721	0.016952510881838974	0.022643942752769406
61.1224479675293	300.0	1.4199549198150634	1.8847413659095764	0.016883279907029636	0.02259507425926691
68.8907257080078	300.0	1.6174821615219117	2.134842872619629	0.016796525405387275	0.02235161648668765
76.68370742797852	300.0	1.8092005968093872	2.3893086194992064	0.016701793933296474	0.022241171590435205
84.46374435424805	300.0	1.98159019947052	2.6719969511032104	0.01644005953449844	0.022369254382811635
92.23226776123047	300.0	2.1786422967910766	2.981335759162903	0.016075066992760168	0.02221399744509769
